,alias,code,title,units,image_file,description
104,P_W_03_b,PAV-PRD1-MAT7-5-COL9-3-BST2,Деревянная брусчатка,m2,P_W_03.jpg,"Темная деревянная брусчатка с засыпкой швов белой речной
галькой."
105,P_W_04_a,PAV-PRD1-MAT7-12-COL9-1-BST1,Деревянная брусчатка,m2,P_W_04.jpg,Темная деревянная брусчатка с засыпкой швов черным сланцем.
106,P_W_04_b,PAV-PRD1-MAT7-12-COL9-1-BST2,Деревянная брусчатка,m2,P_W_04.jpg,Темная деревянная брусчатка с засыпкой швов черным сланцем.
107,concrete,MAT1,Бетон,,concrete.jpg,Описание самого обычного на свете бетона
108,concrete_fiber,MAT2,Фибробетон,,concrete-fiber.jpg,Описание самого обычного на свете фибробетонa
109,concrete_reinforced,MAT3,Армированный бетон,,concrete-reinforced.jpg,Описание самого обычного на свете армированный-бетонa
110,asphalt_concrete,MAT4,Асфальтобетон,,asphalt-concrete.jpg,Описание самого обычного на свете асфальтобетонa
111,brick,MAT5,Кирпич,,brick.jpg,Описание самого обычного на свете кирпичa
112,klinker,MAT6,Клинкерный кирпич,,klinker.jpg,Описание самого обычного на свете клинкерный-кирпичa
113,stone,MAT7,Камень,,stone.jpg,Описание самого обычного на свете камня
114,marble,MAT8,Мрамор,,marble.jpg,Описание самого обычного на свете мраморa
115,slate,MAT9,Сланец,,slate.jpg,Описание самого обычного на свете сланцa
116,granite,MAT10,Гранит,,granite.jpg,Описание самого обычного на свете гранитa
117,limestone,MAT11,Известняк,,limestone.jpg,Описание самого обычного на свете известняка
118,sand,MAT12,Песок,,sand.jpg,Описание самого обычного на свете песокa
119,steel_corten,MAT13,Кортен сталь,,steel-corten.jpg,Описание самого обычного на свете кортен-стали
120,steel_stainless,MAT14,Нержавеющая сталь,,steel-stainless.jpg,Описание самого обычного на свете нержавеющая-стали
121,steel_galvanized,MAT15,Оцинкованная сталь,,steel-galvanized.jpg,Описание самого обычного на свете оцинкованная-стали
122,wood,MAT16,Дерево,,wood.jpg,Описание самого обычного на свете деревa
123,mulch,MAT17,Мульча коры,,mulch.jpg,Описание самого обычного на свете мульча-корыa
124,rubber,MAT18,Резина,,rubber.jpg,Описание самого обычного на свете резины
125,caoutchouc,MAT19,Каучук,,caoutchouc.jpg,Описание самого обычного на свете каучукa
126,polyurethane,MAT20,Полимочевина,,polyurethane.jpg,Описание самого обычного на свете полимочевины
127,polyethylene,MAT21,Полиэтиленовая смола,,polyethylene.jpg,Описание самого обычного на свете полиэтиленовая-смолы
128,paint_powder,MAT22,Порошковая краска,,paint-powder.jpg,Описание самого обычного на свете порошковая-краски
129,tile,PRD1,Плитка,,tile.jpg,Описание Плитка
130,monolith,PRD2,Монолит,,monolith.jpg,Описание Монолит
131,prefabricated,PRD3,Сборное,,prefabricated.jpg,Описание Сборное
132,rammed,PRD4,Набивное,,rammed.jpg,Описание Набивное
133,ribbed,PRD5,Рифлённое,,ribbed.jpg,Описание Рифлённое
134,boucharded,PRD6,Бучардированное,,boucharded.jpg,Описание Бучардированное
135,polished,PRD7,Полированное,,polished.jpg,Описание Полированное
136,washed,PRD8,Мытое,,washed.jpg,Описание Мытое
137,tartan,PRD9,Тартан,,tartan.jpg,Описание Тартан
138,decking,PRD10,Настил,,decking.jpg,Описание Настил
139,face,PRD11,Торцевое,,face.jpg,Описание Торцевое
140,grid,PRD12,Сетка,,grid.jpg,Описание Сетка
141,perforated,PRD13,Перфорация,,perforated.jpg,Описание Перфорация
142,array,PRD14,Массив,,array.jpg,Описание Массив
143,section,PRD15,Секция,,section.jpg,Описание Секция
144,barbaris_tunberga_gre,GRE-BSH2,Барбарис Тунберга Green Carpet,pcs,G_b_barbaris_tunberga_gre.jpg,Описание Барбарис Тунберга Green Carpet
145,kalina_nanum,GRE-BSH2,Калина обыкновенная Nanum,pcs,G_b_kalina_nanum.jpg,Описание Калина обыкновенная Nanum
146,kizilnik,GRE-BSH2,Кизильник блестящий стриженный,pcs,G_b_kizilnik.jpg,Описание Кизильник блестящий стриженный
147,puzureplodnik_Anny,GRE-BSH2,Пузыреплодник калинолистый Anny's Gold,pcs,G_b_puzureplodnik_Anny.jpg,Описание Пузыреплодник калинолистый Anny's Gold
148,puzureplodnik_Dart,GRE-BSH2,Пузыреплодник калинолистый Dart's Gold,pcs,G_b_puzureplodnik_Dart.jpg,Описание Пузыреплодник калинолистый Dart's Gold
149,spirea_berezolist_tor,GRE-BSH2,Спирея березолистная Tor,pcs,G_b_spirea_berezolist_tor.jpg,Описание Спирея березолистная Tor
150,stefanandra_krispa,GRE-BSH2,Стефанандра криспа,pcs,G_b_stefanandra_krispa.jpg,Описание Стефанандра криспа
151,mozzevelnik_kazackiy,GRE-BSH2,Можжевельник казацкий,pcs,G_b_mozzevelnik_kazackiy.jpg,Описание Можжевельник казацкий
152,mozzevelnik_repanda,GRE-BSH2,Можжевельник репанда,pcs,G_b_mozzevelnik_repanda.jpg,Описание Можжевельник репанда
153,aroniya,GRE-BSH1,Арония,pcs,G_bb_aroniya.jpg,Описание Арония
154,barbaris_tunberga,GRE-BSH1,Барбарис Тунберга,pcs,G_bb_barbaris_tunberga.jpg,Описание Барбарис Тунберга
155,barbaris_tunberga_aur,GRE-BSH1,Барбарис Тунберга Aurea,pcs,G_bb_barbaris_tunberga_aur.jpg,Описание Барбарис Тунберга Aurea
156,beresklet_euro,GRE-BSH1,Бересклет европейский,pcs,G_bb_beresklet_euro.jpg,Описание Бересклет европейский
157,chubushnik,GRE-BSH1,Чубушник,pcs,G_bb_chubushnik.jpg,Описание Чубушник
158,deren_elegantissima,GRE-BSH1,Дёрен элегантиссимо,pcs,G_bb_deren_elegantissima.jpg,Описание Дёрен элегантиссимо
159,forzicia,GRE-BSH1,Форзиция,pcs,G_bb_forzicia.jpg,Описание Форзиция
160,gortenzia,GRE-BSH1,Гортензия,pcs,G_bb_gortenzia.jpg,Описание Гортензия
161,kalina_rozeum,GRE-BSH1,Калина обыкновенная Roseum высокий кустарник,pcs,G_bb_kalina_rozeum.jpg,Описание Калина обыкновенная Roseum высокий кустарник
162,kalina_rozeum,GRE-BSH1,Калина обыкновенная Roseum,pcs,G_bb_kalina_rozeum.jpg,Описание Калина обыкновенная Roseum
163,kizilnik,GRE-BSH1,Кизильник блестящий свободнорастущий,pcs,G_bb_kizilnik.jpg,Описание Кизильник блестящий свободнорастущий
164,lapchatka_gf,GRE-BSH1,Лапчатка Gold Finger,pcs,G_bb_lapchatka_gf.jpg,Описание Лапчатка Gold Finger
165,siren_meyera,GRE-BSH1,Сирень Мейера,pcs,G_bb_siren_meyera.jpg,Описание Сирень Мейера
166,spirea_berezolist,GRE-BSH1,Спирея Березолистная,pcs,G_bb_spirea_berezolist.jpg,Описание Спирея Березолистная
167,spirea_berezolist_isl,GRE-BSH1,Спирея Березолистная Island,pcs,G_bb_spirea_berezolist_isl.jpg,Описание Спирея Березолистная Island
168,spirea_macrophyll,GRE-BSH1,Спирея Японская Macrophylla,pcs,G_bb_spirea_macrophyll.jpg,Описание Спирея Японская Macrophylla
169,spirea_seraya,GRE-BSH1,Спирея Серая,pcs,G_bb_spirea_seraya.jpg,Описание Спирея Серая
170,spirea_vangutta,GRE-BSH1,Спирея Вангутта,pcs,G_bb_spirea_vangutta.jpg,Описание Спирея Вангутта
171,barbaris_tunberga_gre,GRE-BSH1,Барбарис тунберга gre,pcs,G_bb_barbaris_tunberga_gre.jpg,Описание Барбарис тунберга gre
172,irga_lamansk,GRE-BSH1,Ирга lamask,pcs,G_bb_irga_lamansk.jpg,Описание Ирга lamask
173,iva_mayak,GRE-BSH1,Ива маяк,pcs,G_bb_iva_mayak.jpg,Описание Ива маяк
174,kalina_nanum,GRE-BSH1,Калина нанум,pcs,G_bb_kalina_nanum.jpg,Описание Калина нанум
175,proso_prutievidnoe,GRE-CER,Просо прутьевидное,m2,G_c_proso_prutievidnoe.jpg,Описание Просо прутьевидное
176,veinik_brilliant,GRE-CER,Вейник brilliant,m2,G_c_veinik_brilliant.jpg,Описание Вейник brilliant
177,shuchka_dern,GRE-CER,Щучка дернистая Goldschleir злаки,m2,G_c_shuchka_dern.jpg,Описание Щучка дернистая Goldschleir злаки
178,veinik_ostrocvet,GRE-CER,Вейник остроцветковый злаки,m2,G_c_veinik_ostrocvet.jpg,Описание Вейник остроцветковый злаки
179,ovsyannica_syzaya,GRE-CER,Овсяница сизая злаки,m2,G_c_ovsyanica_syzaya.jpg,Описание Овсяница сизая злаки
180,ehinaceya,GRE-FLW,Эхинацея пурпурная цветник,m2,G_fl_ehinaceya.jpg,Описание Эхинацея пурпурная цветник
181,fenkhel,GRE-FLW,Фенхель цветник,m2,G_fl_fenkhel.jpg,Описание Фенхель цветник
182,kotovnik_fassena,GRE-FLW,Котовник Фассена цветник,m2,G_fl_kotovnik_fassena.jpg,Описание Котовник Фассена цветник
183,krovohlabka_lek_tanna,GRE-FLW,Кровохлебка лекарственная цветник,m2,G_fl_krovohlabka_lek_tanna.jpg,Описание Кровохлебка лекарственная цветник
184,manzhetka,GRE-FLW,Манжетка мягкая цветник,m2,G_fl_manzhetka.jpg,Описание Манжетка мягкая цветник
185,mordovnik_siniy,GRE-FLW,Мордовник Blue Glow цветник,m2,G_fl_mordovnik_siniy.jpg,Описание Мордовник Blue Glow цветник
186,ochitok_vidniy,GRE-FLW,Очиток видный цветник,m2,G_fl_ochitok_vidniy.jpg,Описание Очиток видный цветник
187,ozhika_snezhnaya,GRE-FLW,Ожика снежная цветник,m2,G_fl_ozhika_snezhnaya.jpg,Описание Ожика снежная цветник
188,pahizandra_verh,GRE-FLW,Пахизандра верхушечная цветник,m2,G_fl_pahizandra_verh.jpg,Описание Пахизандра верхушечная цветник
189,rudbekia,GRE-FLW,Рудбекия цветник,m2,G_fl_rudbekia.jpg,Описание Рудбекия цветник
190,sesleria_sizaya,GRE-FLW,Сеслерия сизая цветник,m2,G_fl_sesleria_sizaya.jpg,Описание Сеслерия сизая цветник
191,valdsteinya_troichataya,GRE-FLW,Вальдштейния тройчатая цветник,m2,G_fl_valdsteinya_troichataya.jpg,Описание Вальдштейния тройчатая цветник
192,veronika_koloskovaya,GRE-FLW,Вероника колосковая цветник,m2,G_fl_veronika_koloskovaya.jpg,Описание Вероника колосковая цветник
193,abricos_manch,GRE-TRE,Абрикос маньчжурский Prunus mandshurica,pcs,G_t_abricos_manch.jpg,Описание Абрикос маньчжурский Prunus mandshurica
194,betula_pubescens,GRE-TRE,Береза пушистая,pcs,G_t_betula_pubescens.jpg,Описание Береза пушистая
195,cherry_bryansk,GRE-TRE,"Черешня ""Брянская розовая""",pcs,G_t_cherry_bryansk.jpg,"Описание Черешня ""Брянская розовая"""
196,cherry_fatezh,GRE-TRE,"Черешня ""Фатеж""",pcs,G_t_cherry_fatezh.jpg,"Описание Черешня ""Фатеж"""
197,el_serbskaya,GRE-TRE,Ель сербская Picea omorika,pcs,G_t_el_serbskaya.jpg,Описание Ель сербская Picea omorika
198,fir_fat_albert,GRE-TRE,"Ель голубая колючая ""Фэт Альберт""",pcs,G_t_fir_fat_albert.jpg,"Описание Ель голубая колючая ""Фэт Альберт"""
199,hawthorn,GRE-TRE,Боярышник сливолистный,pcs,G_t_hawthorn.jpg,Описание Боярышник сливолистный
200,kanadskaya,GRE-TRE,Ель сизая канадская,pcs,G_t_kanadskaya.jpg,"Описание Ель сизая, канадская"
201,mapple_gr,GRE-TRE,Клен остролистный 'Globosum',pcs,G_t_mapple_gr.jpg,Описание Клен остролистный 'Globosum'
202,mapple_yell,GRE-TRE,Клен остролистный 'Golden Globe',pcs,G_t_mapple_yell.jpg,Описание Клен остролистный 'Golden Globe'
203,oak_fastigiata,GRE-TRE,"Дуб черешчатый ""Fastigiata""",pcs,G_t_oak_fastigiata.jpg,"Описание Дуб черешчатый ""Fastigiata"""
204,green,GRE,Озеленение,,green.jpg,Описание Озеленение
205,trees,TRE,Деревья,,trees.jpg,Описание Деревья
206,bushes,BSH,Кустарники,,bushes.jpg,Описание Кустарники
207,bushes_big,BSH1,Кустарники высокие,,bushes_big.jpg,Описание Кустарники высокие
208,bushes_small,BSH2,Кустарники низкие,,bushes_small.jpg,Описание Кустарники низкие
209,flowers,FLW,Цветники,,flowers.jpg,Описание Цветники
210,cereals,CER,Злаковые,,cereals.jpg,Описание Злаковые
211,ground_cover,GRC,Почвопокровные,,ground_cover.jpg,Описание Почвопокровные
212,water_flora,WTF,Водолюбивые,,water_flora.jpg,Описание Водолюбивые
213,soil,SOI,Почва,,soil.jpg,Описание Почва
